ID_Uzorka;GPS_LAT;GPS_LONG
425;18,485773;77,379897
426;18,491459;77,385717
427;18,477538;77,402742
428;18,479065;77,378598
429;18,489475;77,397362
430;18,487922;77,389923
431;18,476475;77,384993
432;18,478978;77,413416
433;18,480103;77,399852
434;18,47066;77,400829
435;18,494742;77,387466
436;18,481877;77,393633
437;18,483577;77,388668
438;18,489154;77,378333
439;18,483346;77,37599
440;18,491523;77,395318
441;18,480619;77,400596
442;18,480083;77,372156
443;18,4737;77,382779
444;18,479036;77,38852
445;18,476049;77,37461
446;18,481927;77,393194
447;18,48267;77,389358
448;18,477088;77,391072
449;18,474397;77,387483
450;18,492903;77,377986
451;18,486591;77,385323
452;18,488107;77,402458
453;18,484219;77,383237
454;18,485551;77,391011
455;18,469905;77,38508
456;18,480895;77,394537
457;18,474692;77,399985
458;18,475187;77,397207
459;18,491576;77,375917
460;18,474997;77,392755
461;18,486143;77,393392
462;18,492732;77,38869
463;18,469591;77,373961
464;18,489911;77,398203
465;18,485013;77,401167
466;18,487398;77,403288
467;18,478263;77,40324
468;18,468544;77,411954
469;18,487265;77,393649
470;18,466302;77,396893
471;18,475996;77,391089
472;18,476723;77,383685
473;18,48341;77,389141
474;18,48824;77,390749
475;18,484981;77,394686
476;18,480543;77,400834
477;18,494798;77,396361
478;18,483998;77,3972
479;18,474978;77,374292
480;18,479487;77,374684
481;18,481178;77,378017
482;18,485208;77,372068
483;18,481741;77,385167
484;18,463002;77,400031
485;18,477681;77,396395
486;18,485453;77,371606
487;18,487571;77,409677
488;18,48918;77,390193
489;18,489836;77,400162
490;18,467242;77,391893
491;18,46125;77,387458
492;18,465261;77,375819
493;18,490824;77,37313
494;18,487399;77,36904
495;18,469639;77,381479
496;18,484547;77,390873
497;18,473016;77,389273
498;18,485249;77,385791
499;18,48902;77,375535
500;18,507865;77,377642
501;18,494848;77,383413
502;18,470289;77,390085
503;18,501034;77,36308
504;18,471781;77,380679
505;18,492111;77,412115
506;18,482875;77,394568
507;18,480914;77,395391
508;18,481967;77,391361
509;18,484827;77,383955
510;18,480721;77,395647
511;18,477005;77,373588
512;18,480973;77,397303
513;18,481219;77,367276
514;18,477668;77,392778
515;18,449681;77,390407
516;18,478536;77,380536
517;18,491598;77,403108
518;18,483175;77,388499
519;18,463796;77,386765
520;18,474651;77,402547
521;18,476685;77,381665
522;18,487974;77,394889
523;18,4761;77,393459
524;18,482312;77,407686
525;18,479865;77,386878
526;18,493297;77,398269
527;18,483167;77,40169
528;18,502073;77,388682
529;18,482665;77,38001
530;18,472954;77,371914
531;18,48925;77,372966
532;18,478882;77,377591
533;18,477457;77,386598
534;18,470565;77,38666
535;18,483577;77,404902
536;18,461174;77,386515
537;18,488655;77,408953
538;18,474125;77,395766
539;18,482522;77,384314
540;18,485012;77,393359
541;18,465909;77,377436
542;18,479395;77,381652
543;18,486084;77,398712
544;18,476185;77,394325
545;18,477608;77,390272
546;18,489856;77,391836
547;18,50605;77,393255
548;18,463115;77,394525
549;18,480274;77,391897
550;18,468113;77,389535
551;18,480571;77,383436
552;18,481977;77,382539
553;18,482739;77,392717
554;18,480294;77,384252
555;18,483904;77,39012
556;18,473068;77,389518
557;18,459482;77,385941
558;18,4705;77,37847
559;18,493227;77,389915
560;18,48163;77,398639
561;18,476905;77,382221
562;18,489596;77,403634
563;18,495519;77,382148
564;18,474851;77,384815
565;18,48206;77,407754
566;18,480243;77,364964
567;18,476622;77,38563
568;18,469452;77,404048
569;18,498396;77,385078
570;18,482708;77,403759
571;18,489427;77,392536
572;18,493633;77,397106
573;18,4802;77,387737
574;18,485999;77,380775
575;18,476273;77,398496
576;18,477321;77,394903
577;18,456887;77,398965
578;18,466312;77,378244
579;18,486298;77,37835
580;18,473696;77,403547
581;18,476098;77,389125
582;18,497376;77,397686
583;18,487717;77,379816
584;18,466227;77,402019
585;18,465398;77,410906
586;18,486335;77,379654
587;18,46971;77,400615
588;18,472733;77,403164
589;18,486182;77,405898
590;18,457174;77,407225
591;18,478068;77,389814
592;18,478467;77,369592
593;18,481462;77,383839
594;18,45609;77,396901
595;18,496149;77,394792
596;18,466236;77,390337
597;18,478939;77,390352
598;18,485709;77,400646
599;18,482099;77,386959
600;18,459008;77,379593
601;18,466647;77,394231
602;18,486309;77,390217
603;18,46917;77,390929
604;18,481041;77,400203
605;18,465176;77,38429
606;18,480587;77,380952
607;18,494719;77,396753
608;18,468541;77,391289
609;18,472678;77,394645
610;18,47409;77,368952
611;18,479471;77,394079
612;18,490753;77,392302
613;18,467803;77,395371
614;18,461849;77,397555
615;18,464315;77,385824
616;18,461345;77,389133
617;18,466958;77,41308
618;18,473516;77,383208
619;18,477813;77,401398
620;18,487403;77,379351
621;18,479194;77,365913
622;18,472327;77,402966
623;18,484526;77,379471
624;18,471862;77,39534
625;18,469415;77,388786
626;18,472732;77,393703
627;18,479022;77,387014
628;18,473515;77,388559
629;18,481697;77,372993
630;18,468934;77,391044
631;18,474022;77,410491
632;18,460697;77,378749
633;18,475864;77,373109
634;18,484735;77,400379
635;18,47641;77,377263
636;18,482811;77,377926
637;18,496731;77,38994
638;18,477038;77,387719
639;18,467191;77,376981
640;18,488071;77,386129
641;18,469286;77,381426
642;18,477367;77,401575
643;18,484839;77,393883
644;18,465281;77,408443
645;18,459581;77,388917
646;18,478044;77,402047
647;18,476423;77,394237
648;18,470963;77,359536
649;18,473954;77,376344
650;18,47858;77,395637
651;18,457944;77,384951
652;18,475319;77,379987
653;18,479412;77,386731
654;18,46764;77,410461
655;18,493184;77,378477
656;18,491416;77,402856
657;18,485492;77,397466
658;18,487253;77,389782
659;18,467543;77,392412
660;18,474603;77,398136
661;18,472798;77,405932
662;18,474773;77,377618
663;18,469296;77,383778
664;18,471283;77,379227
665;18,482046;77,394418
666;18,484724;77,376112
667;18,483303;77,398696
668;18,470555;77,399778
669;18,479855;77,401142
670;18,491286;77,387297
671;18,469559;77,385253
672;18,478998;77,404561
673;18,470024;77,394645
674;18,483176;77,393895
675;18,482548;77,388764
676;18,481377;77,390007
677;18,483892;77,378243
678;18,486194;77,390525
679;18,497365;77,370012
680;18,492069;77,394726
681;18,470766;77,37733
682;18,490322;77,390649
683;18,485738;77,390324
684;18,482891;77,387056
685;18,474692;77,399004
686;18,465773;77,3905
687;18,46274;77,379428
688;18,467766;77,379501
689;18,484353;77,382522
690;18,488753;77,382343
691;18,495378;77,389425
692;18,471921;77,387051
693;18,475065;77,402664
694;18,472341;77,375066
695;18,472633;77,400964
696;18,475869;77,40059
697;18,485407;77,393227
698;18,459072;77,389724
699;18,476042;77,390975
700;18,46346;77,3893
701;18,47067;77,392706
702;18,479984;77,407138
703;18,474954;77,387767
704;18,464838;77,397751
705;18,464343;77,387899
706;18,467838;77,386408
707;18,495881;77,389207
708;18,479515;77,384258
709;18,473591;77,38963
710;18,477279;77,376298
711;18,491634;77,364998
712;18,494613;77,3926
713;18,466057;77,375807
714;18,458949;77,385768
715;18,482229;77,375705
716;18,477652;77,391147
717;18,492392;77,39852
718;18,503045;77,391795
719;18,478774;77,382564
720;18,475924;77,39222
721;18,481289;77,400702
722;18,477825;77,377645
723;18,474603;77,389777
724;18,490946;77,391421
725;18,469634;77,400252
726;18,465595;77,406426
727;18,47713;77,390685
728;18,494403;77,392328
729;18,476023;77,398785
730;18,470468;77,392248
731;18,474327;77,402259
732;18,482924;77,405398
733;18,47032;77,385798
734;18,472114;77,39256
735;18,48316;77,384209
736;18,467372;77,387201
737;18,482601;77,401802
738;18,493205;77,391392
739;18,482105;77,397505
740;18,475495;77,392077
741;18,473229;77,393826
742;18,479535;77,395226
743;18,483805;77,408834
744;18,474319;77,400469
745;18,492298;77,38443
746;18,481209;77,383078
747;18,475303;77,370085
748;18,471219;77,392751
749;18,479445;77,379234
750;18,490535;77,389343
751;18,482222;77,388512
752;18,491804;77,387486
753;18,48461;77,385852
754;18,475725;77,405254
755;18,470091;77,390738
756;18,481279;77,396492
757;18,476709;77,392503
758;18,486004;77,398475
759;18,498503;77,366483
760;18,487243;77,392969
761;18,471583;77,401779
762;18,475702;77,39807
763;18,49235;77,3823
764;18,483369;77,400193
765;18,485343;77,371755
766;18,470842;77,39705
767;18,456862;77,393355
768;18,48947;77,390677
769;18,47144;77,381138
770;18,483766;77,376077
771;18,452088;77,394814
772;18,449859;77,404438
773;18,466411;77,371314
774;18,480362;77,393129
775;18,475322;77,395885
776;18,476725;77,392117
777;18,501533;77,379795
778;18,464113;77,384516
779;18,489355;77,390198
780;18,484026;77,392543
781;18,464592;77,387649
782;18,491797;77,377355
783;18,485763;77,390506
784;18,480888;77,394828
785;18,473919;77,386655
786;18,47737;77,373534
787;18,469456;77,374952
788;18,484856;77,388673
789;18,477048;77,384829
790;18,48664;77,395099
791;18,468447;77,380284
792;18,461817;77,383185
793;18,500628;77,387006
794;18,479159;77,415553
795;18,49419;77,386977
796;18,489496;77,386071
797;18,474711;77,387222
798;18,489961;77,390826
799;18,468407;77,386022
800;18,485111;77,409204
801;18,471287;77,367872
802;18,497389;77,383131
803;18,461869;77,386381
804;18,485344;77,389624
805;18,485853;77,389503
806;18,478683;77,410383
807;18,48196;77,390871
808;18,463571;77,403242
809;18,462068;77,387825
810;18,493607;77,389255
811;18,487114;77,376314
812;18,487342;77,389597
813;18,483563;77,378331
814;18,485937;77,397634
815;18,478134;77,388965
816;18,480765;77,394429
817;18,488283;77,396233
818;18,480202;77,379425
819;18,488807;77,388104
820;18,492;77,378601
821;18,479969;77,38441
822;18,486852;77,365551
823;18,457448;77,403051
824;18,484989;77,390782
825;18,49435;77,407787
826;18,47174;77,385876
827;18,480937;77,389118
828;18,47195;77,39983
829;18,489094;77,38125
830;18,481478;77,402287
831;18,486711;77,41561
832;18,480897;77,379467
833;18,488747;77,392595
834;18,469525;77,393021
835;18,47805;77,368012
836;18,468754;77,407304
837;18,481831;77,397178
838;18,479434;77,370534
839;18,479674;77,383299
840;18,485075;77,370039
841;18,471288;77,388679
842;18,481374;77,382561
843;18,466238;77,390118
844;18,463486;77,399435
845;18,469567;77,389156
846;18,470041;77,384326
847;18,485201;77,38949
848;18,486517;77,398701
849;18,483526;77,380356
850;18,471449;77,389346
851;18,486567;77,386071
852;18,480853;77,39708
853;18,484814;77,396052
854;18,469355;77,381635
855;18,489589;77,388604
856;18,485554;77,378195
857;18,473621;77,394352
858;18,473423;77,396532
859;18,461465;77,39706
860;18,47341;77,382234
861;18,472711;77,397809
862;18,473669;77,396159
863;18,461364;77,393219
864;18,479302;77,403867
865;18,474502;77,391272
866;18,479261;77,370234
867;18,473147;77,383673
868;18,48836;77,392089
869;18,474813;77,366569
870;18,474498;77,396388
871;18,493306;77,37018
872;18,482025;77,403133
873;18,487799;77,385744
874;18,459633;77,410708
875;18,48108;77,400499
876;18,481312;77,405492
877;18,477292;77,400709
878;18,490844;77,390345
879;18,476666;77,370409
880;18,488814;77,39532
881;18,488839;77,397029
882;18,486517;77,39417
883;18,461245;77,384519
884;18,468223;77,388891
885;18,462326;77,37911
886;18,487768;77,376547
887;18,467991;77,401524
888;18,467042;77,388849
889;18,477256;77,385481
890;18,504466;77,380121
891;18,488481;77,380828
892;18,479624;77,385974
893;18,480002;77,401385
894;18,494971;77,38404
895;18,477183;77,401444
896;18,473841;77,414421
897;18,482663;77,391182
898;18,474753;77,388175
899;18,474855;77,399683
900;18,489672;77,400761
901;18,484011;77,391022
902;18,489997;77,394325
903;18,485869;77,390432
904;18,486997;77,389888
905;18,47726;77,384413
906;18,485577;77,404709
907;18,478485;77,389737
908;18,454913;77,390793
909;18,474993;77,388835
910;18,482117;77,380663
911;18,484311;77,384733
912;18,477405;77,393815
913;18,501319;77,386633
914;18,465139;77,383497
915;18,495163;77,404136
916;18,497906;77,401065
917;18,475832;77,397552
918;18,479808;77,376343
919;18,485799;77,404454
920;18,486166;77,38436
921;18,487462;77,400669
922;18,493513;77,390895
923;18,473873;77,39015
924;18,473643;77,385542
925;18,501995;77,381563
926;18,468707;77,392504
927;18,463813;77,405021
928;18,491174;77,391021
929;18,479666;77,363979
930;18,489261;77,39041
931;18,4626;77,377752
932;18,480384;77,392982
933;18,477352;77,380717
934;18,498945;77,40624
935;18,477662;77,378288
936;18,481934;77,400197
937;18,477351;77,35558
938;18,470312;77,391785
939;18,470332;77,392763
940;18,473663;77,408279
941;18,499753;77,382274
942;18,475822;77,378495
943;18,489116;77,391374
944;18,468494;77,398492
945;18,469838;77,398043
946;18,478109;77,398408
947;18,47925;77,392843
948;18,476399;77,402472
949;18,466362;77,377814
950;18,472188;77,404731
951;18,496417;77,396117
952;18,486189;77,395505
953;18,481794;77,390063
954;18,474439;77,370808
955;18,478515;77,387038
956;18,467769;77,381802
957;18,489146;77,401815
958;18,469443;77,394908
959;18,473691;77,401561
960;18,487296;77,381763
961;18,485892;77,378983
962;18,49465;77,379303
963;18,484494;77,389522
964;18,476455;77,394445
965;18,485536;77,390033
966;18,473527;77,380138
967;18,485475;77,378905
968;18,480816;77,376993
969;18,480176;77,379332
970;18,484783;77,382629
971;18,487558;77,383689
972;18,49234;77,385772
973;18,48777;77,376904
974;18,481852;77,392259
975;18,490724;77,385137
976;18,489482;77,401968
977;18,486033;77,408001
978;18,483726;77,397846
979;18,490366;77,389152
980;18,485773;77,405869
981;18,463657;77,393144
982;18,470911;77,39155
983;18,468832;77,391497
984;18,498003;77,379618
985;18,47283;77,394197
986;18,475075;77,382652
987;18,466281;77,396909
988;18,479311;77,375011
989;18,472073;77,39874
990;18,49378;77,396943
991;18,47926;77,403528
992;18,47214;77,378361
993;18,483756;77,387258
994;18,474471;77,382128
995;18,479255;77,39715
996;18,468196;77,379074
997;18,493166;77,386131
998;18,479981;77,374455
999;18,481431;77,38837
1000;18,47697;77,383627
1001;18,466354;77,395486
1002;18,481751;77,379356
1003;18,503218;77,390116
1004;18,481306;77,394724
1005;18,477866;77,398457
1006;18,47171;77,383885
1007;18,487998;77,397658
1008;18,483377;77,382949
1009;18,481764;77,388176
1010;18,494931;77,39401
1011;18,470683;77,395102
1012;18,498125;77,383409
1013;18,467932;77,382429
1014;18,462188;77,404562
1015;18,479302;77,39391
1016;18,482647;77,391935
1017;18,485307;77,403942
1018;18,480789;77,393887
1019;18,478549;77,378809
1020;18,474066;77,386606
1021;18,514063;77,376217
1022;18,474267;77,389248
1023;18,48369;77,389351
1024;18,483123;77,38807
1025;18,482294;77,388222
1026;18,479702;77,377839
1027;18,468389;77,389464
1028;18,492072;77,38782
1029;18,478175;77,398271
1030;18,454956;77,396055
1031;18,493919;77,396739
1032;18,47152;77,386714
1033;18,486134;77,386035
1034;18,475866;77,386232
1035;18,474286;77,39081
1036;18,493844;77,399849
1037;18,470156;77,375073
1038;18,467309;77,399109
1039;18,481558;77,400582
1040;18,490743;77,395734
1041;18,482008;77,402911
1042;18,492996;77,395197
1043;18,484885;77,381258
1044;18,468746;77,385678
1045;18,484338;77,385999
1046;18,475302;77,387937
1047;18,479348;77,401651
1048;18,483851;77,384478
1049;18,497656;77,398541
1050;18,482211;77,40212
1051;18,484177;77,382939
1052;18,480978;77,381281
1053;18,47772;77,400833
1054;18,469994;77,394268
1055;18,497955;77,38184
1056;18,475909;77,35289
1057;18,490613;77,401614
1058;18,482712;77,381464
1059;18,475704;77,393742
1060;18,494553;77,381667
1061;18,490765;77,385052
1062;18,489776;77,399958
1063;18,479931;77,405935
1064;18,485768;77,388882
1065;18,488305;77,383905
1066;18,474711;77,390495
1067;18,492419;77,372627
1068;18,469209;77,400201
1069;18,490025;77,398559
1070;18,473732;77,388188
1071;18,497596;77,397965
1072;18,494974;77,403506
1073;18,478923;77,3843
1074;18,492221;77,376191
1075;18,485075;77,389514
1076;18,469937;77,41148
1077;18,483811;77,388357
1078;18,472528;77,384435
1079;18,49069;77,381935
1080;18,476402;77,38699
1081;18,47136;77,389763
1082;18,479562;77,39571
1083;18,473148;77,392484
1084;18,472819;77,393967
1085;18,478262;77,392531
1086;18,476899;77,393028
1087;18,490483;77,380641
1088;18,452174;77,371648
1089;18,481648;77,405305
1090;18,484505;77,40561
1091;18,483666;77,386836
1092;18,486986;77,382083
1093;18,485773;77,38579
1094;18,470688;77,404698
1095;18,486385;77,389573
1096;18,478104;77,394813
1097;18,483196;77,387542
1098;18,469829;77,379243
1099;18,483229;77,386256
1100;18,47775;77,392015
1101;18,459523;77,375388
1102;18,467001;77,372924
1103;18,467698;77,396194
1104;18,472767;77,391863
1105;18,480165;77,386669
1106;18,489965;77,408515
1107;18,482955;77,391944
1108;18,500218;77,383754
1109;18,476619;77,380685
1110;18,481885;77,388341
1111;18,476078;77,385071
1112;18,493225;77,391924
1113;18,48558;77,392237
1114;18,457238;77,386652
1115;18,486696;77,389207
1116;18,491086;77,391806
1117;18,494287;77,407661
1118;18,491763;77,406237
1119;18,488489;77,385807
1120;18,471589;77,381117
1121;18,504149;77,381694
1122;18,486824;77,383994
1123;18,477324;77,378054
1124;18,469416;77,384279
1125;18,475348;77,402142
1126;18,496918;77,389245
1127;18,492891;77,392979
1128;18,490617;77,382957
1129;18,475336;77,38654
1130;18,471725;77,400447
1131;18,471396;77,396061
1132;18,490856;77,375624
1133;18,475818;77,396691
1134;18,480051;77,388375
1135;18,49945;77,38942
1136;18,492975;77,377602
1137;18,475956;77,39748
1138;18,469534;77,387291
1139;18,470431;77,377344
1140;18,470781;77,376765
1141;18,484004;77,380921
1142;18,504505;77,388844
1143;18,481502;77,374227
1144;18,468266;77,379358
1145;18,481995;77,395993
1146;18,477263;77,394262
1147;18,469242;77,381296
1148;18,45888;77,372197
1149;18,47222;77,394832
1150;18,479901;77,389125
